Symbol,Close,Volume,Date
BETAGLAS,99.85,325,2025-05-16
BUACEMENT,83.70,"84,506",2025-05-16
BUAFOODS,418.00,"4,459",2025-05-16
CADBURY,23.00,"196,121",2025-05-16
CAP,41.50,"39,523",2025-05-16
CAVERTON,2.31,"758,282",2025-05-16
CHAMPION,3.75,"872,001",2025-05-16
CHAMS,2.10,"17,446,622",2025-05-16
CHELLARAM,7.89,"19,343",2025-05-16
CILEASING,3.80,"1,101,180",2025-05-16
CONHALLPLC,2.95,"2,132,204",2025-05-16
CONOIL,331.20,"2,090",2025-05-16
CORNERST,2.86,"1,030,592",2025-05-16
CUSTODIAN,17.80,"314,083",2025-05-16
CUTIX,2.29,"6,146,085",2025-05-16
CWG,7.90,"221,046",2025-05-16
DAARCOMM,0.63,"77,268",2025-05-16
DANGCEM,480.00,"25,384",2025-05-16
DANGSUGAR,33.70,"1,130,509",2025-05-16
DEAPCAP,0.90,"296,316",2025-05-16
ELLAHLAKES,3.17,"4,494,561",2025-05-16
ENAMELWA,25.30,8,2025-05-16
ETERNA,32.30,"599,872",2025-05-16
ETI,26.85,"198,492",2025-05-16
ETRANZACT,5.75,"161,779",2025-05-16
EUNISELL,10.75,"2,726",2025-05-16
FCMB,9.20,"20,805,145",2025-05-16
FIDELITYBK,18.30,"47,431,832",2025-05-16
FIDSON,18.00,"558,293",2025-05-16
FIRSTHOLDCO,24.40,"3,994,135",2025-05-16
FTNCOCOA,1.80,"2,166,167",2025-05-16
GEREGU,"1,141.50","1,488",2025-05-16
GOLDBREW,7.09,"4,571",2025-05-16
GTCO,67.00,"18,280,365",2025-05-16
GUINEAINS,0.63,"1,113,730",2025-05-16
GUINNESS,80.00,"558,199",2025-05-16
HMCALL,5.22,"14,002",2025-05-16
HONYFLOUR,10.95,"1,376,030",2025-05-16
IKEJAHOTEL,10.00,"261,551",2025-05-16
IMG,38.00,"19,011",2025-05-16
INFINITY,7.00,"5,380",2025-05-16
INTBREW,5.50,"1,474,489",2025-05-16
INTENEGINS,1.48,"111,873",2025-05-16
JAIZBANK,3.00,"5,638,606",2025-05-16
JAPAULGOLD,1.85,"4,533,040",2025-05-16
JBERGER,137.00,"9,550",2025-05-16
JOHNHOLT,7.74,"8,646",2025-05-16
JULI,10.30,"1,217",2025-05-16
LASACO,2.00,"1,070,331",2025-05-16
LEARNAFRCA,3.25,"341,455",2025-05-16
LINKASSURE,1.22,"375,585",2025-05-16
LIVESTOCK,8.77,"2,977,435",2025-05-16
LIVINGTRUST,4.81,"1,000",2025-05-16
MANSARD,7.99,"686,667",2025-05-16
MAYBAKER,7.00,"116,977",2025-05-16
MBENEFIT,0.86,"2,997,745",2025-05-16
MCNICHOLS,1.60,"299,400",2025-05-16
MECURE,11.25,"8,500",2025-05-16
MEYER,9.25,567,2025-05-16
MRS,174.90,"29,952",2025-05-16
MTNN,243.00,"11,300,324",2025-05-16
MULTIVERSE,8.65,"34,370",2025-05-16
NAHCO,65.50,"11,295,634",2025-05-16
NASCON,43.95,"158,020",2025-05-16
NB,32.10,"1,786,039",2025-05-16
NCR,7.30,"20,914",2025-05-16
NEIMETH,2.65,"414,867",2025-05-16
NEM,12.90,"327,296",2025-05-16
NESTLE,"1,000.00","298,786",2025-05-16
NGXGROUP,31.50,"1,335,100",2025-05-16
NIDF,111.70,"67,558",2025-05-16
NNFM,79.00,"1,185,098",2025-05-16
NOTORE,62.50,563,2025-05-16
NPFMCRFBK,1.70,"3,303,249",2025-05-16
NSLTECH,0.58,"1,611,613",2025-05-16
OANDO,38.00,"2,381,320",2025-05-16
OKOMUOIL,545.20,"150,120",2025-05-16
OMATEK,0.62,"2,128,926",2025-05-16
PRESCO,785.00,"161,267",2025-05-16
PRESTIGE,1.04,"4,855,526",2025-05-16
PZ,30.10,"238,362",2025-05-16
REDSTAREX,4.80,"77,600",2025-05-16
REGALINS,0.54,"4,298,633",2025-05-16
ROYALEX,0.81,"1,010,018",2025-05-16
RTBRISCOE,1.91,"1,378,663",2025-05-16
SCOA,4.47,"106,716",2025-05-16
SEPLAT,"5,700.00","1,631",2025-05-16
SKYAVN,46.50,"10,271",2025-05-16
SOVRENINS,0.91,"1,029,953",2025-05-16
STANBIC,59.05,"273,058",2025-05-16
STERLINGNG,5.24,"3,203,774",2025-05-16
SUNUASSUR,5.50,"995,797",2025-05-16
TANTALIZER,2.50,"17,243,709",2025-05-16
TIP,4.25,"475,645",2025-05-16
TOTAL,745.00,"2,036",2025-05-16
TRANSCOHOT,145.00,"15,857",2025-05-16
TRANSCORP,41.00,"2,001,248",2025-05-16
TRANSEXPR,2.00,"1,950",2025-05-16
TRANSPOWER,364.90,"4,423",2025-05-16
TRIPPLEG,2.20,50,2025-05-16
UACN,30.50,"336,349",2025-05-16
UBA,31.55,"21,974,726",2025-05-16
UCAP,14.55,"10,029,775",2025-05-16
UNILEVER,38.05,"1,229,185",2025-05-16
UNIONDICON,7.95,"114,060",2025-05-16
UNIVINSURE,0.52,"9,289,022",2025-05-16
UPDC,3.00,"2,899,329",2025-05-16
UPL,3.40,"1,526,747",2025-05-16
VERITASKAP,1.00,"4,849,631",2025-05-16
VETGOODS,19.85,"3,775",2025-05-16
VETGRIF30,40.20,295,2025-05-16
VFDGROUP,96.00,"1,991,223",2025-05-16
VITAFOAM,37.00,"674,710",2025-05-16
WAPCO,71.50,"5,410,048",2025-05-16
WAPIC,2.06,"3,190,190",2025-05-16
WEMABANK,11.95,"6,404,639",2025-05-16
ZENITHBANK,49.80,"23,120,006",2025-05-16
ABBEYBDS,8.15,"503,288",2025-05-16
ABCTRANS,1.30,"250,449",2025-05-16
ACADEMY,2.61,"23,104",2025-05-16
ACCESSCORP,21.50,"68,201,583",2025-05-16
AFRIPRUD,13.65,"829,911",2025-05-16
AIICO,1.60,"9,890,437",2025-05-16
AIRTELAFRI,"2,156.90","6,340",2025-05-16
ARADEL,497.00,"1,277,952",2025-05-16
AUSTINLAZ,2.09,50,2025-05-16
BERGER,18.85,"24,585",2025-05-16
BETAGLAS,99.85,744,2025-05-16
BUACEMENT,83.70,"498,304",2025-05-16
BUAFOODS,418.00,"7,645",2025-05-16
CADBURY,23.00,"69,567",2025-05-16
CAP,41.50,"29,097",2025-05-16
CAVERTON,2.31,"118,888",2025-05-16
CHAMPION,3.75,"29,254",2025-05-16
CHAMS,2.00,"24,622,367",2025-05-16
CHELLARAM,7.89,"31,818",2025-05-16
CILEASING,3.50,"2,915,498",2025-05-16
CONHALLPLC,2.95,"921,093",2025-05-16
CONOIL,331.20,"1,275",2025-05-16
CORNERST,2.86,"651,002",2025-05-16
CUSTODIAN,16.80,"4,613,004",2025-05-16
CUTIX,2.28,"1,820,442",2025-05-16
CWG,7.90,"797,362",2025-05-16
DAARCOMM,0.58,"712,956",2025-05-16
DANGCEM,480.00,"53,764",2025-05-16
DANGSUGAR,33.70,"616,519",2025-05-16
DEAPCAP,0.96,"572,550",2025-05-16
ELLAHLAKES,3.38,"2,286,539",2025-05-16
ENAMELWA,25.30,103,2025-05-16
ETERNA,33.00,"707,793",2025-05-16
ETI,26.85,"156,806",2025-05-16
ETRANZACT,5.75,"18,360",2025-05-16
EUNISELL,10.75,"21,490",2025-05-16
FCMB,9.10,"28,772,961",2025-05-16
FIDELITYBK,18.20,"12,751,128",2025-05-16
FIDSON,18.60,"314,301",2025-05-16
FIRSTHOLDCO,25.00,"6,368,180",2025-05-16
FTNCOCOA,1.80,"2,728,635",2025-05-16
GEREGU,"1,141.50","5,000,473",2025-05-16
GOLDBREW,7.09,50,2025-05-16
GREENWETF,530.00,478,2025-05-16
GTCO,59.00,"36,780,043",2025-05-16
GUINEAINS,0.57,"4,727,173",2025-05-16
GUINNESS,80.00,"104,988",2025-05-16
HMCALL,5.22,"53,781",2025-05-16
HONYFLOUR,10.97,"935,147",2025-05-16
IKEJAHOTEL,10.00,"21,550",2025-05-16
IMG,34.20,"183,425",2025-05-16
INFINITY,7.00,"28,000",2025-05-16
INTBREW,5.50,"1,718,983",2025-05-16
INTENEGINS,1.48,"151,453",2025-05-16
JAIZBANK,3.00,"5,413,221",2025-05-16
JAPAULGOLD,1.89,"1,957,470",2025-05-16
JBERGER,137.00,"9,031",2025-05-16
JOHNHOLT,7.74,"11,939",2025-05-16
JULI,10.30,"1,500",2025-05-16
LASACO,2.00,"1,759,565",2025-05-16
LEARNAFRCA,3.25,"789,850",2025-05-16
LINKASSURE,1.22,"182,507",2025-05-16
LIVESTOCK,8.70,"800,595",2025-05-16
LOTUSHAL15,36.00,"2,144",2025-05-16
MANSARD,7.99,"539,925",2025-05-16
MAYBAKER,7.20,"330,318",2025-05-16
MBENEFIT,0.86,"4,730,951",2025-05-16
MCNICHOLS,1.60,"130,079",2025-05-16
MECURE,11.25,"7,619",2025-05-16
MERGROWTH,350.00,150,2025-05-16
MEYER,9.25,"1,000",2025-05-16
MRS,174.90,"1,511",2025-05-16
MTNN,243.00,"897,548",2025-05-16
MULTIVERSE,8.65,"9,500",2025-05-16
NAHCO,65.50,"2,839,253",2025-05-16
NASCON,43.95,"1,331,639",2025-05-16
NB,32.95,"10,652,238",2025-05-16
NEIMETH,2.78,"983,019",2025-05-16
NEM,12.90,"263,519",2025-05-16
NESTLE,"1,000.00","6,621",2025-05-16
NEWGOLD,"50,000.00",42,2025-05-16
NGXGROUP,33.80,"2,233,180",2025-05-16
NIDF,111.70,"179,291",2025-05-16
NNFM,79.00,"5,916",2025-05-16
NPFMCRFBK,1.72,"2,578,523",2025-05-16
NSLTECH,0.57,"3,312,974",2025-05-16
OANDO,37.65,"1,723,501",2025-05-16
OKOMUOIL,545.20,"428,970",2025-05-16
OMATEK,0.62,"385,804",2025-05-16
PRESCO,785.00,"185,614",2025-05-16
PRESTIGE,0.99,"1,828,030",2025-05-16
PZ,30.10,"220,834",2025-05-16
REDSTAREX,4.80,"57,580",2025-05-16
REGALINS,0.57,"1,213,322",2025-05-16
ROYALEX,0.86,"5,961,290",2025-05-16
RTBRISCOE,1.92,"585,256",2025-05-16
SCOA,4.47,"5,530",2025-05-16
SEPLAT,"5,700.00",428,2025-05-16
SIAMLETF40,300.00,10,2025-05-16
SKYAVN,46.50,"1,103",2025-05-16
SOVRENINS,0.98,"1,725,733",2025-05-16
STANBIC,59.05,"169,957",2025-05-16
STANBICETF30,300.00,363,2025-05-16
STERLINGNG,5.23,"3,968,023",2025-05-16
SUNUASSUR,5.55,"1,215,921",2025-05-16
TANTALIZER,2.39,"3,035,222",2025-05-16
TIP,4.25,"161,554",2025-05-16
TOTAL,745.00,"10,994",2025-05-16
TRANSCOHOT,145.00,"6,074",2025-05-16
TRANSCORP,41.50,"1,940,707",2025-05-16
TRANSEXPR,2.00,"2,500",2025-05-16
TRANSPOWER,364.90,"1,773",2025-05-16
UACN,30.00,"482,646",2025-05-16
UBA,31.70,"26,399,228",2025-05-16
UCAP,14.95,"5,170,928",2025-05-16
UNILEVER,38.05,"296,752",2025-05-16
UNIONDICON,7.95,"62,090",2025-05-16
UNIVINSURE,0.53,"4,278,676",2025-05-16
UPDC,2.90,"860,868",2025-05-16
UPL,3.40,"376,700",2025-05-16
VERITASKAP,1.00,"630,590",2025-05-16
VETGRIF30,40.20,20,2025-05-16
VFDGROUP,96.00,"1,085,255",2025-05-16
VITAFOAM,37.00,"91,838",2025-05-16
VSPBONDETF,251.00,113,2025-05-16
WAPCO,71.50,"1,689,961",2025-05-16
WAPIC,2.18,"1,100,400",2025-05-16
WEMABANK,11.95,"1,356,127",2025-05-16
ABBEYBDS,8.96,"989,001",2025-05-16
ABCTRANS,1.42,"305,659",2025-05-16
ACADEMY,2.61,"1,560",2025-05-16
ACCESSCORP,22.10,"32,856,753",2025-05-16
AFRIPRUD,13.65,"500,505",2025-05-16
AIICO,1.56,"10,559,988",2025-05-16
AIRTELAFRI,"2,156.90","12,000",2025-05-16
ALEX,7.15,"3,260",2025-05-16
ARADEL,497.00,"712,947",2025-05-16
AUSTINLAZ,2.09,"59,652",2025-05-16
BERGER,18.85,"25,976",2025-05-16
BETAGLAS,99.85,"34,411",2025-05-16
BUACEMENT,83.70,"48,336",2025-05-16
BUAFOODS,418.00,"3,915",2025-05-16
CADBURY,22.00,"787,722",2025-05-16
CAP,41.50,"12,794",2025-05-16
CAVERTON,2.27,"5,027,706",2025-05-16
CHAMPION,3.75,"1,001,360",2025-05-16
CHAMS,2.04,"7,231,379",2025-05-16
CHELLARAM,7.89,"22,386",2025-05-16
CILEASING,3.27,"521,862",2025-05-16
CONHALLPLC,2.80,"911,769",2025-05-16
CONOIL,331.20,"28,385",2025-05-16
CORNERST,2.59,"1,532,989",2025-05-16
CUSTODIAN,17.90,"1,309,670",2025-05-16
CUTIX,2.28,"3,486,849",2025-05-16
CWG,7.90,"657,745",2025-05-16
DAARCOMM,0.56,"1,324,346",2025-05-16
DANGCEM,480.00,"30,395",2025-05-16
DANGSUGAR,33.30,"1,871,217",2025-05-16
DEAPCAP,0.96,"122,515",2025-05-16
ELLAHLAKES,3.05,"5,487,388",2025-05-16
ETERNA,33.00,"85,625",2025-05-16
ETI,29.25,"584,139",2025-05-16
ETRANZACT,5.75,"15,017",2025-05-16
EUNISELL,10.75,"2,202",2025-05-16
FCMB,9.25,"5,027,317",2025-05-16
FIDELITYBK,19.25,"49,528,820",2025-05-16
FIDSON,18.60,"31,929",2025-05-16
FIRSTHOLDCO,24.60,"3,092,926",2025-05-16
FTNCOCOA,1.89,"1,259,192",2025-05-16
GEREGU,"1,141.50","2,323",2025-05-16
GOLDBREW,7.09,"7,000",2025-05-16
GTCO,59.00,"12,005,979",2025-05-16
GUINEAINS,0.62,"862,836",2025-05-16
GUINNESS,80.00,"120,400",2025-05-16
HMCALL,5.22,"17,764",2025-05-16
HONYFLOUR,11.30,"1,694,133",2025-05-16
IKEJAHOTEL,10.00,"741,434",2025-05-16
IMG,34.20,"54,105",2025-05-16
INFINITY,7.00,229,2025-05-16
INTBREW,5.50,"1,573,823",2025-05-16
INTENEGINS,1.48,"4,500",2025-05-16
JAIZBANK,3.00,"2,780,781",2025-05-16
JAPAULGOLD,1.94,"2,700,880",2025-05-16
JBERGER,137.00,"4,446",2025-05-16
JOHNHOLT,7.74,"14,016",2025-05-16
JULI,10.30,"2,506",2025-05-16
LASACO,1.95,"3,794,020",2025-05-16
LEARNAFRCA,3.25,"222,844",2025-05-16
LINKASSURE,1.22,"306,868",2025-05-16
LIVESTOCK,9.50,"2,095,435",2025-05-16
LIVINGTRUST,4.81,34,2025-05-16
MANSARD,7.99,"1,000,060",2025-05-16
MAYBAKER,7.40,"665,529",2025-05-16
MBENEFIT,0.85,"1,675,145",2025-05-16
MCNICHOLS,1.63,"181,077",2025-05-16
MECURE,11.25,"22,955",2025-05-16
MERVALUE,120.00,359,2025-05-16
MEYER,9.25,"9,085",2025-05-16
MRS,174.90,"7,090",2025-05-16
MTNN,242.00,"6,043,272",2025-05-16
MULTIVERSE,8.65,"82,327",2025-05-16
NAHCO,65.50,"1,860,722",2025-05-16
NASCON,41.95,"855,596",2025-05-16
NB,36.20,"15,418,012",2025-05-16
NEIMETH,2.78,"310,672",2025-05-16
NEM,12.90,"759,514",2025-05-16
NESTLE,"1,000.00","180,337",2025-05-16
NGXGROUP,33.50,"6,392,082",2025-05-16
NIDF,111.70,"8,749",2025-05-16
NNFM,79.00,"13,766",2025-05-16
NOTORE,62.50,100,2025-05-16
NPFMCRFBK,1.72,"798,352",2025-05-16
NSLTECH,0.56,"1,958,143",2025-05-16
OANDO,40.00,"2,349,730",2025-05-16
OKOMUOIL,545.20,"552,478",2025-05-16
OMATEK,0.60,"821,079",2025-05-16
PRESCO,785.00,"214,924",2025-05-16
PRESTIGE,0.99,"584,763",2025-05-16
PZ,30.10,"92,021",2025-05-16
REDSTAREX,4.80,"18,455",2025-05-16
REGALINS,0.54,"9,408,080",2025-05-16
ROYALEX,0.85,"1,189,062",2025-05-16
RTBRISCOE,1.90,"1,657,033",2025-05-16
SCOA,4.47,"20,545",2025-05-16
SEPLAT,"5,700.00","1,549",2025-05-16
SIAMLETF40,300.00,544,2025-05-16
SKYAVN,46.50,"4,700",2025-05-16
SOVRENINS,0.89,"2,984,615",2025-05-16
STANBIC,59.05,"160,374",2025-05-16
STANBICETF30,300.00,"1,132",2025-05-16
STERLINGNG,5.30,"3,841,573",2025-05-16
SUNUASSUR,5.00,"838,689",2025-05-16
TANTALIZER,2.40,"3,690,478",2025-05-16
TIP,4.55,"939,303",2025-05-16
TOTAL,745.00,"11,160",2025-05-16
TRANSCOHOT,145.00,"14,224",2025-05-16
TRANSCORP,41.50,"446,709",2025-05-16
TRANSEXPR,2.00,"1,577",2025-05-16
TRANSPOWER,364.90,"2,671",2025-05-16
TRIPPLEG,2.20,"7,018",2025-05-16
UACN,29.10,"960,712",2025-05-16
UBA,32.10,"13,949,474",2025-05-16
UCAP,15.35,"4,321,443",2025-05-16
UNILEVER,38.05,"171,351",2025-05-16
UNIONDICON,7.95,"3,305",2025-05-16
UNIVINSURE,0.49,"89,266,097",2025-05-16
UPDC,2.80,"2,878,599",2025-05-16
UPL,3.40,"686,972",2025-05-16
VERITASKAP,1.00,"975,263",2025-05-16
VETBANK,12.70,500,2025-05-16
VETINDETF,41.15,5,2025-05-16
VFDGROUP,96.00,"938,146",2025-05-16
VITAFOAM,37.00,"483,795",2025-05-16
VSPBONDETF,251.00,216,2025-05-16
WAPCO,71.50,"281,464",2025-05-16
WAPIC,2.18,"178,112",2025-05-16
WEMABANK,11.95,"9,938,052",2025-05-16
ZENITHBANK,44.00,"15,577,254",2025-05-16
ABBEYBDS,9.76,"3,932,594",2025-05-16
ABCTRANS,1.42,"260,031",2025-05-16
ACADEMY,2.61,"4,032",2025-05-16
ACCESSCORP,22.65,"38,614,656",2025-05-16
AFRIPRUD,13.90,"716,701",2025-05-16
AIICO,1.64,"2,145,064",2025-05-16
AIRTELAFRI,"2,156.90","2,327",2025-05-16
ALEX,7.15,600,2025-05-16
ARADEL,497.00,"332,108",2025-05-16
AUSTINLAZ,2.09,"1,110",2025-05-16
BERGER,18.85,"38,848",2025-05-16
BETAGLAS,99.85,"19,408",2025-05-16
BUACEMENT,83.70,"39,794",2025-05-16
BUAFOODS,418.00,"6,528",2025-05-16
CADBURY,22.00,"545,799",2025-05-16
CAP,39.10,"20,559",2025-05-16
CAVERTON,2.28,"750,406",2025-05-16
CHAMPION,3.95,"1,232,095",2025-05-16
CHAMS,2.07,"29,697,583",2025-05-16
CHELLARAM,7.89,"190,682",2025-05-16
CILEASING,3.37,"1,669,776",2025-05-16
CONHALLPLC,2.94,"921,396",2025-05-16
CONOIL,331.20,392,2025-05-16
CORNERST,2.84,"2,095,258",2025-05-16
CUSTODIAN,18.00,"1,372,752",2025-05-16
CUTIX,2.30,"7,729,756",2025-05-16
CWG,8.00,"1,142,448",2025-05-16
DAARCOMM,0.55,"412,540",2025-05-16
DANGCEM,480.00,"33,686",2025-05-16
DANGSUGAR,33.00,"591,351",2025-05-16
DEAPCAP,0.94,"648,358",2025-05-16
ELLAHLAKES,3.11,"3,514,509",2025-05-16
ENAMELWA,25.30,80,2025-05-16
ETERNA,33.00,"235,415",2025-05-16
ETI,29.25,"99,223",2025-05-16
ETRANZACT,5.75,"112,444",2025-05-16
EUNISELL,10.75,"12,930",2025-05-16
FCMB,9.15,"7,251,553",2025-05-16
FIDELITYBK,18.70,"34,589,028",2025-05-16
FIDSON,18.60,"123,655",2025-05-16
FIRSTHOLDCO,23.75,"7,951,054",2025-05-16
FTNCOCOA,1.75,"1,140,491",2025-05-16
GEREGU,"1,141.50","1,869",2025-05-16
GOLDBREW,7.10,"1,050",2025-05-16
GTCO,60.00,"9,660,280",2025-05-16
GUINEAINS,0.65,"1,958,358",2025-05-16
GUINNESS,80.00,"112,112",2025-05-16
HMCALL,5.22,"36,592",2025-05-16
HONYFLOUR,11.30,"812,834",2025-05-16
IKEJAHOTEL,10.00,"225,025",2025-05-16
IMG,34.20,"8,621",2025-05-16
INTBREW,6.05,"4,304,798",2025-05-16
INTENEGINS,1.34,"423,858",2025-05-16
JAIZBANK,3.07,"12,153,737",2025-05-16
JAPAULGOLD,2.13,"7,795,378",2025-05-16
JBERGER,137.00,"4,879",2025-05-16
JOHNHOLT,7.75,"44,419",2025-05-16
JULI,10.30,"2,412",2025-05-16
LASACO,2.02,"1,789,010",2025-05-16
LEARNAFRCA,3.25,"58,682",2025-05-16
LINKASSURE,1.22,"436,050",2025-05-16
LIVESTOCK,9.95,"2,375,174",2025-05-16
LIVINGTRUST,4.81,"2,500",2025-05-16
MANSARD,7.90,"966,074",2025-05-16
MAYBAKER,7.40,"384,253",2025-05-16
MBENEFIT,0.86,"2,712,268",2025-05-16
MCNICHOLS,1.61,"215,431",2025-05-16
MECURE,11.10,600,2025-05-16
MERGROWTH,362.00,69,2025-05-16
MEYER,9.25,100,2025-05-16
MRS,174.90,"22,687",2025-05-16
MTNN,242.00,"473,944",2025-05-16
MULTIVERSE,8.65,"101,370",2025-05-16
NAHCO,66.05,"3,582,650",2025-05-16
NASCON,41.95,"438,081",2025-05-16
NB,39.80,"11,900,203",2025-05-16
NCR,7.30,100,2025-05-16
NEIMETH,2.78,"136,488",2025-05-16
NEM,13.60,"2,353,567",2025-05-16
NESTLE,"1,000.00","164,240",2025-05-16
NEWGOLD,"50,000.00",40,2025-05-16
NGXGROUP,33.75,"3,500,962",2025-05-16
NIDF,111.70,"37,896",2025-05-16
NNFM,79.00,"93,564",2025-05-16
NPFMCRFBK,1.74,"1,483,108",2025-05-16
NSLTECH,0.51,"2,375,889",2025-05-16
OANDO,39.40,"3,632,710",2025-05-16
OKOMUOIL,545.20,"117,792",2025-05-16
OMATEK,0.58,"2,061,165",2025-05-16
PRESCO,785.00,"257,272",2025-05-16
PRESTIGE,0.95,"650,663",2025-05-16
PZ,30.10,"12,208",2025-05-16
REDSTAREX,4.80,"14,330",2025-05-16
REGALINS,0.53,"2,054,682",2025-05-16
ROYALEX,0.85,"260,358",2025-05-16
RTBRISCOE,1.93,"1,343,670",2025-05-16
SCOA,4.47,"32,710",2025-05-16
SEPLAT,"5,700.00","3,031",2025-05-16
SIAMLETF40,300.00,"1,000",2025-05-16
SKYAVN,46.50,"145,598",2025-05-16
SMURFIT,0.46,"245,000",2025-05-16
SOVRENINS,0.95,"4,073,904",2025-05-16
STANBIC,59.20,"173,953",2025-05-16
STANBICETF30,300.00,71,2025-05-16
STERLINGNG,5.05,"2,684,931",2025-05-16
SUNUASSUR,5.00,"123,638",2025-05-16
TANTALIZER,2.30,"12,479,928",2025-05-16
TIP,5.00,"1,705,933",2025-05-16
TOTAL,745.00,"19,536",2025-05-16
TRANSCOHOT,145.00,"25,914",2025-05-16
TRANSCORP,42.00,"4,042,191",2025-05-16
TRANSEXPR,2.00,"4,432",2025-05-16
TRANSPOWER,364.90,"1,002,422",2025-05-16
TRIPPLEG,2.20,"2,530",2025-05-16
UACN,30.30,"752,737",2025-05-16
UBA,33.00,"11,392,575",2025-05-16
UCAP,16.50,"5,406,787",2025-05-16
UNILEVER,38.05,"102,363",2025-05-16
UNIONDICON,7.90,"208,195",2025-05-16
UNIVINSURE,0.51,"27,798,828",2025-05-16
UPDC,2.80,"2,526,742",2025-05-16
UPL,3.10,"841,226",2025-05-16
VERITASKAP,1.00,"4,488,836",2025-05-16
VETBANK,12.70,200,2025-05-16
VETGRIF30,36.90,"402,231",2025-05-16
VFDGROUP,96.00,"2,157,291",2025-05-16
VITAFOAM,37.00,"353,857",2025-05-16
WAPCO,72.00,"2,382,536",2025-05-16
WAPIC,2.06,"946,611",2025-05-16
WEMABANK,12.00,"8,480,733",2025-05-16
ABBEYBDS,8.79,"1,760,532",2025-05-16
ABCTRANS,1.56,"513,159",2025-05-16
ACADEMY,2.61,"9,554",2025-05-16
ACCESSCORP,23.70,"30,549,507",2025-05-16
AFRIPRUD,15.10,"2,282,342",2025-05-16
AIICO,1.60,"4,135,342",2025-05-16
AIRTELAFRI,"2,156.90",85,2025-05-16
ALEX,7.15,"7,745",2025-05-16
ARADEL,497.00,"399,485",2025-05-16
AUSTINLAZ,1.89,"437,708",2025-05-16
BERGER,18.85,"14,140",2025-05-16
BETAGLAS,99.85,"25,048",2025-05-16
BUACEMENT,83.70,"105,140",2025-05-16
BUAFOODS,418.00,"6,996",2025-05-16
CADBURY,22.00,"414,072",2025-05-16
CAP,39.10,"172,958",2025-05-16
CAVERTON,2.40,"968,970",2025-05-16
CHAMPION,4.00,"2,215,683",2025-05-16
CHAMS,2.06,"8,231,319",2025-05-16
CHELLARAM,7.89,"29,900",2025-05-16
CILEASING,3.16,"2,763,029",2025-05-16
CONHALLPLC,2.80,"1,186,955",2025-05-16
CONOIL,331.20,832,2025-05-16
CORNERST,2.63,"2,522,613",2025-05-16
CUSTODIAN,18.10,"1,047,444",2025-05-16
CUTIX,2.30,"3,259,932",2025-05-16
CWG,8.05,"1,714,970",2025-05-16
DAARCOMM,0.55,"172,630",2025-05-16
DANGCEM,480.00,"75,211",2025-05-16
DANGSUGAR,35.80,"1,588,585",2025-05-16
DEAPCAP,0.95,"307,547",2025-05-16
ELLAHLAKES,3.28,"1,546,106",2025-05-16
ETERNA,33.00,"263,726",2025-05-16
ETI,29.25,"37,479",2025-05-16
ETRANZACT,5.75,"55,331",2025-05-16
EUNISELL,10.75,"11,760",2025-05-16
FCMB,9.10,"1,544,950",2025-05-16
FIDELITYBK,20.25,"388,768,920",2025-05-16
FIDSON,18.60,"185,400",2025-05-16
FIRSTHOLDCO,25.15,"4,244,199",2025-05-16
FTNCOCOA,1.85,"349,765",2025-05-16
GEREGU,"1,141.50",186,2025-05-16
GOLDBREW,7.10,"15,650",2025-05-16
GTCO,61.00,"47,002,457",2025-05-16
GUINEAINS,0.70,"1,039,405",2025-05-16
GUINNESS,80.00,"134,772",2025-05-16
HMCALL,5.22,948,2025-05-16
HONYFLOUR,11.55,"1,543,988",2025-05-16
IKEJAHOTEL,10.00,"292,496",2025-05-16
IMG,34.20,"39,906",2025-05-16
INFINITY,6.80,50,2025-05-16
INTBREW,6.40,"4,626,355",2025-05-16
INTENEGINS,1.34,"124,382",2025-05-16
JAIZBANK,3.30,"3,676,382",2025-05-16
JAPAULGOLD,2.10,"9,071,279",2025-05-16
JBERGER,137.00,"5,417",2025-05-16
JOHNHOLT,7.00,"272,522",2025-05-16
JULI,10.30,"9,249",2025-05-16
LASACO,2.02,"2,646,460",2025-05-16
LEARNAFRCA,3.56,"230,042",2025-05-16
LINKASSURE,1.22,"119,197",2025-05-16
LIVESTOCK,9.52,"2,370,124",2025-05-16
LOTUSHAL15,34.50,"25,037",2025-05-16
MANSARD,7.90,"1,061,386",2025-05-16
MAYBAKER,7.40,"119,698",2025-05-16
MBENEFIT,0.86,"5,416,220",2025-05-16
MCNICHOLS,1.61,"54,454",2025-05-16
MECURE,11.10,"21,189",2025-05-16
MERGROWTH,362.00,350,2025-05-16
MEYER,9.25,"12,135",2025-05-16
MORISON,3.25,100,2025-05-16
MRS,157.50,"197,581",2025-05-16
MTNN,239.00,"10,037,139",2025-05-16
MULTIVERSE,8.65,"10,942",2025-05-16
NAHCO,68.65,"801,569",2025-05-16
NASCON,43.90,"414,352",2025-05-16
NB,39.80,"14,165,411",2025-05-16
NCR,7.30,"15,050",2025-05-16
NEIMETH,2.78,"45,415",2025-05-16
NEM,13.60,"219,223",2025-05-16
NESTLE,"1,000.00","170,766",2025-05-16
NEWGOLD,"42,000.00",9,2025-05-16
NGXGROUP,36.00,"3,035,661",2025-05-16
NIDF,111.70,"3,048",2025-05-16
NNFM,79.00,"218,989",2025-05-16
NPFMCRFBK,1.74,"1,460,276",2025-05-16
NSLTECH,0.53,"7,045,535",2025-05-16
